"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Toward environment indicators to evaluate WLAN-based indoor positioning system","O. Baala; Y. Zheng; A. Caminada","SET Laboratory, UTBM, Belfort, France; SET Laboratory, UTBM, Belfort, France; SET Laboratory, UTBM, Belfort, France",2009 IEEE/ACS International Conference on Computer Systems and Applications,"5 Jun 2009","2009","","","243","250","In recent years, the indoor positioning systems using the existing wireless local area network and Location fingerprinting schemes are the most popular system. The accuracy of the system is the most important indicator. In this paper we present experimental studies to emphasize on location error. Two experimentation stages are realized. The first one is based on selected reference points. The second one is based on precision indicators. The obtained results give more insights for environment parameters and their impact on location error. Finally, we propose an optimization algorithm to effectively increase the location accuracy.","2161-5330","978-1-4244-3807-5","10.1109/AICCSA.2009.5069332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5069332","","Wireless LAN;Fingerprint recognition;Databases;Phase measurement;Euclidean distance;Buildings;System testing;Context awareness;Global Positioning System;Statistics","","6","","16","IEEE","5 Jun 2009","10-13 May 2009","10-13 May 2009","IEEE","IEEE Conferences"
"Angular Doppler characterization in indoor channels","J. Salmi; A. Richter; V. Koivunen","Department of Signal Processing and Acoustics, Helsinki University of Technology, Espoo, Finland; Department of Signal Processing and Acoustics, Helsinki University of Technology, Espoo, Finland; Department of Signal Processing and Acoustics, Helsinki University of Technology, Espoo, Finland",2009 3rd European Conference on Antennas and Propagation,"5 Jun 2009","2009","","","3839","3843","This paper addresses directional properties of the Doppler effect of the measured MIMO radio channel in indoor environments. The evaluation of the data is based on spectral analysis in angular and Doppler domains of the estimated MIMO channel transfer function represented using tensors. The analysis is conducted separately for the specular and the diffuse scattering components of the measured propagation channels. It is shown that such analysis yields an estimate of the velocity of a mobile terminal, assuming that the movement of the terminal is the only (or at least the dominant) cause for temporal variation in the channel. The analysis presented in this paper is useful for the purposes of channel modeling, indoor localization as well as antenna and array design.","2164-3342","978-1-4244-4753-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5068426","beamforming;diffuse scattering;Doppler effect;indoor localization;MIMO systems;mobile radio","MIMO;Tensile stress;Acoustic scattering;Transfer functions;Doppler effect;Spectral analysis;Land mobile radio;Data analysis;High definition video;Noise measurement","","","","10","","5 Jun 2009","23-27 March 2009","23-27 March 2009","IEEE","IEEE Conferences"
"Practical indoor positioning system using received signal strength in IEEE 802.15.4 networks","Y. Lim; J. Park",NA; NA,2009 Digest of Technical Papers International Conference on Consumer Electronics,"29 May 2009","2009","","","1","2","We propose a practical location estimating scheme which does not require any radio propagation fingerprinting or complex computation. Through implementation of the indoor positioning system, we show that the proposed scheme has reasonable accuracy to use for positioning a mobile target in an indoor environment.","2158-4001","978-1-4244-4701-5","10.1109/ICCE.2009.5012173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5012173","","Fingerprint recognition;Radio propagation;Databases;Antenna measurements;Attenuation measurement;Frequency measurement;Gain measurement;Computer networks;Indoor environments;Area measurement","","1","","4","IEEE","29 May 2009","10-14 Jan. 2009","10-14 Jan. 2009","IEEE","IEEE Conferences"
"Global System for Location and Guidance of Disabled People: Indoor and Outdoor Technologies Integration","C. Benavente-Peces; V. M. Moracho-Oliva; A. Domínguez-García; M. Lugilde-Rodríguez","Circuits and Systems Engineering Department, Universidad Politécnica de Madrid, Spain; Research, Development and Innovation Department, APIF Moviquity S.A, Belgium; Grupo ABLE, Robotiker Tecnalia, Spain; Research and Development Department, Quobis Networks, Spain",2009 Fifth International Conference on Networking and Services,"26 May 2009","2009","","","370","375","This paper deals with the problem of personal location and guidance in indoor and outdoor environments. The authors analyze different technologies which can be applied to this task. The goal is providing the user with the most accurate and reliable technology depending on the user profile and environment. Indoor location technologies are analyzed and compared from different points of view, highlighting relevant parameters which determine the overall system performance. In particular, Bluetooth, WiFi, RFID, UWB and ultrasounds indoor location technologies are analyzed. The indoor location system will be integrated with an outdoor location one based on GPS to provide global coverage. Based on this goal, various integration issues are described and analyzed. The paper remarks the guidelines for successfully deploying such a kind of complex system. The research has been developed within the ELISA project framework- Intelligent Location Environment for Assistive Services- www.elisapse.es.","","978-1-4244-3688-0","10.1109/ICNS.2009.73","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4976788","indoor location;outdoor location;Bluetooth;Zigbee;Wimax;RFID;UWB","Global Positioning System;Buildings;Senior citizens;Safety;Technology management;Power system reliability;Circuits and systems;Systems engineering and theory;Technological innovation;Robots","","12","1","5","IEEE","26 May 2009","20-25 April 2009","20-25 April 2009","IEEE","IEEE Conferences"
"The Impact of AP Placement in WLAN-Based Indoor Positioning System","O. Baala; Y. Zheng; A. Caminada","SET Laboratory, UTBM, Belfort, France; SET Laboratory, UTBM, Belfort, France; SET Laboratory, UTBM, Belfort, France",2009 Eighth International Conference on Networks,"26 May 2009","2009","","","12","17","In recent years, the indoor positioning systems using the existing wireless local area network and location fingerprinting schemes are the most popular systems. The accuracy of the system is the most important indicator. In this paper we present some experimental results to explore different environment parameters that impact localization error.","","978-1-4244-3470-1","10.1109/ICN.2009.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4976643","wireless LAN;WLAN positioning system;building architecture;WLAN configuration;localization accuracy","Fingerprint recognition;Wireless LAN;Buildings;Testing;Databases;Phase measurement;Euclidean distance;Local area networks;Computer architecture;Pervasive computing","","38","","15","IEEE","26 May 2009","1-6 March 2009","1-6 March 2009","IEEE","IEEE Conferences"
"A novel positioning technique for 2.4GHz ISM band","H. Tubbax; J. Wouters; J. Olbrechts; P. Debacker; P. Spiessens; F. Stubbe; J. Danneels; J. Bauwelinck; Xin Yin; G. Torfs; J. Vandewege","Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; INTEC/IMEC, University of Ghent, Belgium; INTEC/IMEC, University of Ghent, Belgium; INTEC/IMEC, University of Ghent, Belgium; INTEC/IMEC, University of Ghent, Belgium",2009 IEEE Radio and Wireless Symposium,"19 May 2009","2009","","","667","670","Accurate indoor positioning is very challenging. At this time, no solutions exist that can offer accurate distance measurements over large ranges. In this paper, we present a novel ranging technique. It offers sub-meter accuracy in indoor environments and can maintain this accuracy over hundreds of meters. Currently, this ranging technique has been demonstrated with a dedicated PCB implementation that confirms the unique combination of accuracy and range.","2164-2974","978-1-4244-2698-0","10.1109/RWS.2009.4957440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957440","distance measurement;positioning;high accuracy;ISM","Narrowband;Wideband;Indoor environments;Frequency;Transceivers;Wireless LAN;Signal processing;Prototypes;Signal resolution;Distance measurement","","5","1","4","IEEE","19 May 2009","18-22 Jan. 2009","18-22 Jan. 2009","IEEE","IEEE Conferences"
"A new low complexity NLOS identification approach based on UWB energy detection","A. Maali; H. Mimoun; G. Baudoin; A. Ouldali","Communications Systems Laboratory, EMP, Algiers, Algeria; Cité Descartes, Université Paris-Est ESIEE, Noisy-le-Grand, France; Cité Descartes, Université Paris-Est ESIEE, Noisy-le-Grand, France; Communications Systems Laboratory, EMP, Algiers, Algeria",2009 IEEE Radio and Wireless Symposium,"19 May 2009","2009","","","675","678","The major problem of indoor localization is the presence of Non-line-of-sight (NLOS) channels. In order to perform the NLOS identification, this paper proposes a new NLOS identification approach. It is based on the energy statistics of the direct-path pulse (DPP) and on the statistics of the delay between the strongest-energy pulse and the DPP energy of the received signal folded version. The simplicity of the proposed approach lies in the use of the parameters of the Energy-Based time of arrival (TOA) Estimation (EBE) algorithm. The CM1 and CM2 channel models of the standard IEEE802.15.4a are used. Numerical simulations results show that the correct identification of channel models with the proposed approach is better than with the multipath channel statistics based approach.","2164-2974","978-1-4244-2698-0","10.1109/RWS.2009.4957442","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957442","Time-of-arrival (TOA);ultra-wideband (UWB);non line-of-sight (NLOS) identification","Statistics;Delay;EMP radiation effects;Multipath channels;Numerical simulation;Ultra wideband technology;Signal processing;Change detection algorithms;Laboratories;Signal resolution","","24","3","7","IEEE","19 May 2009","18-22 Jan. 2009","18-22 Jan. 2009","IEEE","IEEE Conferences"
"Simple Localization with Sensors on Grid","C. Taddia; G. Mazzini","Lepida S.p.A., Bologna, Italy; ENDIF, University of Ferrara, Ferrara, Italy",2009 IEEE Wireless Communications and Networking Conference,"12 May 2009","2009","","","1","6","This paper proposes a novel and simple indoor localization system based on sensors on a grid and on radio map approach. We analyze the impact of different system variables on the localization error: the number of beacons composing the grid, the training points considered during the construction of the radio map, the radio channel fluctuations, the presence of multiple objects to localize simultaneously. We are able to give a mathematical expression for the localization error as a function of the training points used in the radio map. In case of multiple objects we specify their proper coverage range that can maximize the throughput and minimize the latency of the localization procedure for a given localization accuracy.","1558-2612","978-1-4244-2947-9","10.1109/WCNC.2009.4917967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4917967","","Niobium;Radio transmitters;Receivers;Sensor systems;Context-aware services;Power measurement;Communications Society;Fluctuations;Throughput;Delay","","","","7","IEEE","12 May 2009","5-8 April 2009","5-8 April 2009","IEEE","IEEE Conferences"
"A New Ray Optical Statistical Model for Multipath Characteristics Pertinent to Indoor Geolocation","F. O. Akgul; K. Pahlavan","Center for Wireless Information Network Studies, Worcester Polytechnic Institute, Worcester, MA, USA; Center for Wireless Information Network Studies, Worcester Polytechnic Institute, Worcester, MA, USA",2009 IEEE Wireless Communications and Networking Conference,"12 May 2009","2009","","","1","6","A ray optics based statistical multipath channel model has been developed to describe the indoor multipath propagation including the important parameters such as path gain, time-of-arrival, angle-of-arrival and number of multipath components. Development of such a model is crucial for performance evaluation of indoor positioning systems. Based on a comprehensive ray-tracing database obtained on the 3rd floor of Atwater Kent Laboratories at Worcester Polytechnic Institute, multipath time-of-arrival relative to first arrival has been modeled using a lognormal distribution, angle-of-arrival has been modeled as a 3 peak doppler-like probability density function relative to the transmitter-receiver interconnection line. Path gains have been modeled using the information obtained from path arrival along with statistical object interactions such as reflection and transmission, and the number of multipath components has been modeled by a distance dependent exponential function.","1558-2612","978-1-4244-2947-9","10.1109/WCNC.2009.4917516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4917516","","Optical scattering;Power system modeling;Signal resolution;Optical transmitters;Optical propagation;Reflection;Bandwidth;Optical devices;Optical fiber networks;Ray tracing","","3","","27","IEEE","12 May 2009","5-8 April 2009","5-8 April 2009","IEEE","IEEE Conferences"
"HIPS: A calibration-less hybrid indoor positioning system using heterogeneous sensors","V. W. Zheng; J. Zhao; Y. Wang; Q. Yang","Hong Kong University of Science and Technology, Hong Kong, China; NEC Laboratories of America, China; NEC Laboratories of America, China; Hong Kong University of Science and Technology, Hong Kong, China",2009 IEEE International Conference on Pervasive Computing and Communications,"8 May 2009","2009","","","1","6","Positioning is a crucial task in pervasive computing, aimed at estimating the user's positions to provide location-based services. In this paper, we study an interesting problem: when we wish to obtain hybrid positioning granularities in an office environment, how can we incorporate heterogeneous sensors to build an indoor positioning system with minimal human calibration effort? We propose a calibration-less solution by incorporating the ultrasound sensors with the radio-frequency sensors. In our solution, we use these two different types of sensors to satisfy the different granularities requirement; and meanwhile, we use the ultrasound sensors to help calibrate the radio-frequency sensors for positioning, so that we can minimize, or even eliminate the labeling effort for the radio-frequency positioning. Finally, we develop a system prototype with real-world sensor networks, and verify the feasibility and effectiveness of our proposed solution.","","978-1-4244-3304-9","10.1109/PERCOM.2009.4912832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4912832","","Hip;Sensor systems;Ultrasonic imaging;Radio frequency;Humans;Calibration;Security;Hardware;Prototypes;Signal resolution","","6","5","16","IEEE","8 May 2009","9-13 March 2009","9-13 March 2009","IEEE","IEEE Conferences"
"Hybrid ultrasound-RFID indoor positioning: Combining the best of both worlds","S. Holm","Department of Informatics, University of Oslo, Oslo, Norway",2009 IEEE International Conference on RFID,"8 May 2009","2009","","","155","162","Existing hybrid ultrasound/RF positioning systems usually measure ultrasonic time-of-flight. This operation requires a wide bandwidth and this makes it rather noise sensitive, limiting the useful range. Therefore a new system is proposed where only the room-indicating capability of ultrasound is utilized and combined with RF. A portable tag obtains the room location by receiving a narrow bandwidth signal from a stationary ultrasound transmitter. The result is then relayed back over RF. This combines the high accuracy of ultrasound to pin-point exactly the room location with the high communications capacity of RF that enables tracking of hundreds of simultaneously moving tags. Secondary parameters that may aid in refining the position such as ultrasound signal level and velocity may also be measured. In addition to the increased capacity, the use of portable receivers instead of transmitters, as in ultrasound-alone indoor positioning systems, also has the advantage of reduced user exposure to ultrasound due to the larger distance to the transmitters.","2374-0221","978-1-4244-3337-7","10.1109/RFID.2009.4911169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4911169","Acoustic propagation;acoustic tracking;electromagnetic propagation","Ultrasonic imaging;Radio frequency;Ultrasonic variables measurement;Pulse measurements;Position measurement;Bandwidth;Transmitters;Acoustic sensors;Robustness;Acoustic measurements","","44","15","25","IEEE","8 May 2009","27-28 April 2009","27-28 April 2009","IEEE","IEEE Conferences"
"Indoor localization for autonomous mobile robot based on passive RFID","Sunhong Park; Shuji Hashimoto","Department of Applied physics, Waseda University, Shinjuku, Tokyo, Japan; Department of Applied physics, Waseda University, Shinjuku, Tokyo, Japan",2008 IEEE International Conference on Robotics and Biomimetics,"8 May 2009","2009","","","1856","1861","In this paper, we propose a novel method using read-time of IC tags to reduce the localization error of an RFID navigation system. In order to reduce localization error, many approaches have been introduced. However, they do not deal with the problems that arise when the antenna can read at most one tag at any given moment. Using this, our passive RFID system is able to estimate the robot's location and orientation more accurately without the use of external sensors or a vision system. The experimental results show that the proposed method effectively estimates both the location and the pose of a mobile robot during navigation. We present results of trajectories of the robot in navigation and compare them with a generally utilized RFID algorithm.","","978-1-4244-2678-2","10.1109/ROBIO.2009.4913284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4913284","Localization;read-time model;passive RFID;autonomous mobile robot","Mobile robots;Radiofrequency identification;Passive RFID tags;Robot sensing systems;Dead reckoning;Navigation;Robot vision systems;Physics;Cameras;Mobile antennas","","25","","27","IEEE","8 May 2009","22-25 Feb. 2009","22-25 Feb. 2009","IEEE","IEEE Conferences"
"Angle-based indoor positioning system for open indoor environments","F. Belloni; V. Ranki; A. Kainulainen; A. Richter","Local Positioning Team, Nokia Research Center, Helsinki, Finland; Local Positioning Team, Nokia Research Center, Helsinki, Finland; Local Positioning Team, Nokia Research Center, Helsinki, Finland; Cognitive Radio Team, Nokia Research Center, Helsinki, Finland","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","261","265","In this paper we present a Direction-of-Arrival (DoA) based system which is used for indoor positioning applications. The proposed system has been designed for locating transmitter tags/mobile phones in open indoor locations, such as conference centers, expo areas, and warehouses. A description of both the system architecture and the DoA-based indoor-positioning algorithm are given. In order to demonstrate the system performance, real-world measurements have been carried out. As shown by experimental results, the proposed system provides reliable indoor positioning estimates.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907836","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907836","","Indoor environments;Transmitting antennas;Antenna arrays;Receiving antennas;Radio transmitters;Mobile handsets;GSM;Infrared sensors;Position measurement;Antenna measurements","","25","3","25","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"Application of indoor navigation technologies under practical conditions","B. Jensen; R. Kruse; B. Wendholt","Department Computer Science, Faculty Technique and Computer Science, Hamburg University of Applied Sciences, Hamburg, Germany; Department Computer Science, Faculty Technique and Computer Science, Hamburg University of Applied Sciences, Hamburg, Germany; Department Computer Science, Faculty Technique and Computer Science, Hamburg University of Applied Sciences, Hamburg, Germany","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","267","273","The project outline in this paper concentrates on preparing the infrastructure for indoor spatial applications while simultaneously sketching useful applications in the domain. Nowadays multifunctional buildings not only challenge the spatial but moreover the individual thematic orientation because of the diversity of service offers. ldquoLife in urban spacesrdquo requires navigation aids not only to be available all over the city but also in the neighbourhood including the inside of single buildings. Two example scenarios will introduce those kinds of navigation applications we are currently working on. First, a typical navigation task, the second a navigation task that combines with proximity services. To minimize risks we have chosen an iterative approach where, in follow up stages, requirements will increase in complexity. To minimize cost we decided on a simulation approach, based on game and physics engines for realistic simulations. Given this approach we give an insight to our current working results ending with those projects already finished. The conclusion will revise our results so far and gives an outlook to future work.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907837","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907837","","Navigation;Computer science;Application software;Cities and towns;Iterative methods;Costs;Physics;Engines;Global Positioning System;Infrared detectors","","3","","39","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"A comparative survey of WLAN location fingerprinting methods","V. Honkavirta; T. Perala; S. Ali-Loytty; R. Piche","Tampere University of Technology, Finland; Tampere University of Technology, Finland; Tampere University of Technology, Finland; Tampere University of Technology, Finland","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","243","251","The term ldquolocation fingerprintingrdquo covers a wide variety of methods for determining receiver position using databases of radio signal strength measurements from different sources. In this work we present a survey of location fingerprinting methods, including deterministic and probabilistic methods for static estimation, as well as filtering methods based on Bayesian filter and Kalman filter. We present a unified mathematical formulation of radio map database and location estimation, point out the equivalence of some methods from the literature, and present some new variants. A set of tests in an indoor positioning scenario using WLAN signal strengths is performed to determine the influence of different calibration and location method parameters. In the tests, the probabilistic method with the kernel function approximation of signal strength histograms was the best static positioning method. Moreover, all filters improved the results significantly over the static methods.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907834","","Wireless LAN;Fingerprint recognition;Databases;Filters;Testing;RAKE receivers;Position measurement;Filtering;Bayesian methods;Performance evaluation","","400","11","21","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"Semi-autonomous indoor positioning using MEMS-based inertial measurement units and building information","G. Glanzer; T. Bernoulli; T. Wiessflecker; U. Walder","Institute of Information Technology in Civil Engineering, Graz University of Technology, Graz, Austria; Institute of Information Technology in Civil Engineering, Graz University of Technology, Graz, Austria; Institute of Information Technology in Civil Engineering, Graz University of Technology, Graz, Austria; Institute of Information Technology in Civil Engineering, Graz University of Technology, Graz, Austria","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","135","139","State-of-the-art indoor positioning systems are based on short-range wireless technologies such as ultra-wideband (UWB) and wireless local area network (WLAN). Additional information produced by a low-cost inertial measurement unit (IMU) or selected from low-grade floor plans is frequently used to improve the positioning accuracy. Therefore absolute and relative positioning systems (e.g. WLAN and IMU) are typically integrated using a Kalman filter (KF) or a particle filter (PF). In this case, all the buildings have to be equipped with a large number of transmitters and receivers which may render inoperable during emergency situations and induce substantial costs both in terms of setup and maintenance. Hence, in this paper we present and assess the prototype of a self-contained indoor positioning system. Our prototype consists of a micro-electro-mechanical system- (MEMS) based IMU and a mobile computer which includes a database with characteristic building information. A novel combination of methods is proposed to increase the distance between positions where absolute repositioning is still mandatory.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907816","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907816","Building information;indoor positioning;inertial navigation;microelectromechanical devices","Measurement units;Wireless LAN;Prototypes;Ultra wideband technology;Floors;Particle filters;Transmitters;Costs;Micromechanical devices;Mobile computing","","25","","15","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"Ray tracing supported precision evaluation for GPS indoor positioning","M. Jacob; S. Schon; U. Weinbach; T. Kurner","Institute of Communications Technology, Technische Universitäat Braunschweig, Brunswick, Germany; Institut f ür Erdmessung, Leibniz University, Hannover, Hanover, Germany; Institut f ür Erdmessung, Leibniz University, Hannover, Hanover, Germany; Institute of Communications Technology, Technische Universitäat Braunschweig, Brunswick, Germany","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","15","22","In this paper, we present an analysis of the influence of attenuation and multipath propagation on the GPS signal strength and the accuracy of the observed pseudoranges in an indoor scenario. Our investigations include experimental data from a u-blox high-sensitivity GPS receiver as well as simulation data derived from a ray tracing based deterministic GPS channel model. Our primary goal is to get a deeper understanding of the complex interactions of the GPS signals on their paths to indoor locations. In the first part we will verify that the indoor propagation of the satellite signals leads to characteristic and repeatable patterns in the observation data. Thanks to the sidereal repeatability of the GPS satellite constellation, this verification can be carried out using measurements performed on two successive days. In the second part we will present the ray tracing based deterministic simulation model used to perform the GPS outdoor-to-indoor channel simulations, show the results and compare the measured data and the results obtained with the ray tracer.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907798","Multipath Propagation;GPS;Deterministic Model;Indoor Positioning;Ray Tracing","Ray tracing;Global Positioning System;Performance evaluation;Jacobian matrices;Attenuation;Signal analysis;Satellite constellations;Conferences;Navigation;Shadow mapping","","4","","9","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"A novel positioning technique for the 2.4GHz ISM band","H. Tubbax; J. Wouters; J. Olbrechts; P. Debacker; P. Spiessens; F. Stubbe; J. Danneels","Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium; Essensium, Leuven, Belgium","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","145","150","Accurate indoor positioning is very challenging. At this time, no solutions exist that can offer accurate indoor positioning over large areas. In this paper, we present a novel positioning technique called LOST, which offers sub-meter accuracy in indoor environments and can maintain this accuracy over large areas (>10.000 m2). LOST consists of a novel ranging technique and a novel positioning algorithm. Currently, LOST has been demonstrated with a dedicated ranging PCB implementation and positioning algorithm that confirms the unique combination of accuracy and coverage both in indoor and outdoor environments.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907818","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907818","distance measurement;positioning;high accuracy;ISM","Narrowband;Indoor environments;Frequency;Wideband;Transceivers;Hardware;Distance measurement;Signal resolution;Wireless LAN;Global Positioning System","","","1","6","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"RSSI-based indoor localization using antenna diversity and plausibility filter","A. Fink; H. Beikirch","Institute of Electronic Appliances and Circuits, Department of Computer Science and Electrical Engineering, University of Rostock, Germany; Institute of Electronic Appliances and Circuits, Department of Computer Science and Electrical Engineering, University of Rostock, Germany","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","159","165","Distance estimation by the evaluation of RSSI measurements is an easy method to predict the position of an unknown node. Therefore common and proven systems can be used for the infrastructure. For indoor environments the distance-pending path loss is affected by strong variations, especially appearing as frequency specific signal dropouts. A diversity concept with redundant data transmission in different frequency bands can reduce the dropout probability. When also space diversity and plausibility filtering are used, the location estimation error can be reduced significantly. The investigations show that a good performance for precision and availability can also be reached with low infrastructural costs.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907821","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907821","Antenna Diversity;Centroid Localization;Frequency Diversity;Indoor Localization;Plausibility Filter;RSSI;Reading","Filters;Antenna measurements;Position measurement;Indoor environments;Data communication;Frequency diversity;Filtering;Estimation error;Availability;Costs","","13","3","7","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"New communications service for aiding deep indoor localization","A. Schmid","Senior Chip Architect, Infineon Technologies, Germany","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","71","76","The success of navigation services in the mass consumer market will depend greatly on the service availability in urban canyons and moderate indoor environments. Just extending the observation period does not help when some satellite signals are stronger than others. This paper provides a new solution that arises with the introduction of the new two-tiered spreading codes for future Galileo and modernized GPS signals. The paper illustrates a new communications service that utilizes the secondary spreading codes of the new Galileo and GPS signals to circumvent the cross-correlation problem. The communications service aligns the secondary codes such that they are orthogonal over only a partial code period.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907806","Indoor Positioning;Cross-correlation Mitigation;Weak Signal Acquisition","Satellite navigation systems;Indoor environments;Global Positioning System;Autocorrelation;Availability;Displays;Attenuation;Working environment noise;Statistics;Phase detection","","","","16","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"Indoor location tracking using AGPS and Kalman filter","A. Anwar; G. Ioannis; F. N. Pavlidou","Al-Nahrain University, Baghdad, Iraq; Informatics and Telematics Institute, Greece; Aristotle University of Thessaloniki, Greece","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","177","181","In this paper, the proposed system depends on the assist GPS (AGPS) idea in order to calculate the user position inside a building by using a roof-antenna (at known position) that has LOS with satellites. The antenna receives navigation data and sends it to the user using a wireless network. The distance between the user and the roof antenna is assumed less than 300m. In this case, the time delay between them is approximately equal to 1 Clear/Acquisition (C/A) code chip period, and it is detected by using autocorrelation with error in cm. In the simulations, real data from a GPS receiver were used to track user moves inside building through a path with constant velocity. The performance of system under AWGN and effect of bias due to multipath and NLOS is improved using Extended Kalman filter (EKF). The results with EKF are compared with Nonlinear Least Square method (Nonlinear LS) at different processing time and noise level. EKF gives high improvement compared with Nonlinear LS. The overall system with EKF is simple to implement and generally, the error in user position small and acceptable for most indoor applications.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907824","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907824","","Global Positioning System;Receiving antennas;Satellite navigation systems;Wireless networks;Delay effects;Least squares approximation;Autocorrelation;AWGN;Least squares methods;Noise level","","4","","10","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
"Indoor navigation with Low-Cost Inertial Navigation Systems","H. Sternberg; M. Fessele","Hafencity University Hamburg, Hamburg, Germany; Hafencity University Hamburg, Hamburg, Germany","2009 6th Workshop on Positioning, Navigation and Communication","5 May 2009","2009","","","1","4","This short document describes the evaluation of an indoor navigation system for pedestrians based on a small Low-cost inertial navigation system. The system components are explained and first investigations made on the campus of the Hafen City University (HCU) are shown. The focus of the investigation was the transition from outdoor to indoor scenarios. The aim of the project is the optimal integration of the sensor data from the small INS /GPS with other sensors e.g. cameras and GIS in a own Kalman Filter. The research is accomplished in the established Research Group dasiaDigital Citypsila of the HCU. The interdisciplinary team will focus on the development of valued added information and innovative services for the needs of citizens, employees, businesses and tourists.","","978-1-4244-3292-9","10.1109/WPNC.2009.4907796","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907796","indoor navigation;pedestrian navigation;low-cost INS","Inertial navigation;Global Positioning System;Sensor systems;Magnetic sensors;Wireless LAN;Vehicle dynamics;Cameras;Geographic Information Systems;Cities and towns;Design optimization","","11","","7","IEEE","5 May 2009","19-19 March 2009","19-19 March 2009","IEEE","IEEE Conferences"
